25,-7,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-8,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-5,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-6,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-3,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-4,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-1,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-2,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-13,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-14,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-11,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-12,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-9,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
25,-10,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
24,-8,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
24,-7,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
24,-6,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
