-26,6,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,7,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,4,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,5,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,2,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,3,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,0,07SaKIHYbVIAtoIYrmAohvVcbww=,SLfI8gv9tqC4PW/tHm5mRYDSn7Y=
-26,1,07SaKIHYbVIAtoIYrmAohvVcbww=,nVui1WXUSjNfiS4MQp0GVzXriaM=
-26,12,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,13,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,10,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,11,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,8,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-26,9,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-25,7,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-25,6,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-25,5,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-25,4,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
-25,3,07SaKIHYbVIAtoIYrmAohvVcbww=,084+PWQmtYl+6l84LkSRQ6+ZKfQ=
